,name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,region
4634,amazing gluten free buttermilk donuts   doughnuts,95,40,242161,2006-12-21,"[7, 306, 80, 176, 83, 230, 197, 189, 110, 35, 36, 88, 98, 10, 157, 90, 122, 74, 111, 206, 42, 300, 101, 193]","[120.3, 5.0, 81.0, 22.0, 3.0, 11.0, 6.0]",18,"['beat the eggs , buttermilk , and melted butter in a large bowl with a whisk', 'combine dry ingredients in a separate bowl', 'fold slowly into the wet ingredients , mixing by hand with a wooden spoon', 'when the ingredients are mostly combined , use your hands to knead a few times to make sure the ingredients are fully incorporated', 'let the dough rest for 15 minutes', 'sprinkle extra rice flour mix on your countertop or a large cutting board', 'roll out dough to between 1 / 3 and 1 / 2 inch thick', 'if dough is sticky , work in more rice flour blend', 'heat 2-3 inches of canola oil in the bottom of a pot until very hot', 'cut dough with doughnut cutter or use a glass , biscuit cutter or jar with approximately 3-inch diameter to cut disks out of the dough and use the cap of the oil bottle to cut out the center hole', 'remaining dough scraps can be rolled into balls and fried', 'carefully drop each doughnut in hot oil with fingers , being cautious not to splash oil', 'cook until golden brown on both sides', ""you will need to cook just a few at a time , but the cooking doesn't take long at all so this goes quickly"", 'remove donuts from oil with a slotted spoon or spatula , and place on a plate lined with two layers of paper towel or brown paper to absorb oil', 'while still warm , roll each donut in the bowl of sugar to coat fully', 'alternately , you may omit this step and apply a glaze at this time', 'serve while warm']","they look like the real thing, they taste like the real thing, and best of all they're really not all that hard to make.

the gluten-free rice flour mix for this recipe is made of 3 cups white rice flour, 3 cups brown rice flour, 2 cups potato starch (not flour) and 1 cup tapioca starch.

based on a recipe from the gf-utah site.","[441, 18, 691, 340, 2, 181, 504, 444, 323, 225, 488]",11,north-american
4641,amazing homemade pizza rolls,139,32,113941,2005-04-01,"[7, 306, 80, 176, 230, 174, 175, 117, 315, 95, 196, 186, 310, 217, 193, 3]","[183.3, 11.0, 4.0, 18.0, 13.0, 11.0, 7.0]",7,"['combine above ingredients except wrappers', 'place a cup filling in center of each egg roll', 'fold bottom corner over filling', 'fold sides toward center over filling', 'moisten remaining corner w / water and roll up tightly to seal', 'fry in 1 of 375 oil for 1-2 minutes til golden brown', 'serve with addition pizza sauce for dipping if desired']","my dh loves those frozen tony's pizza rolls....i'll eat them too, but....what exactly is in them?? we probably don't want to even know! these are much better and at least we know what we're eating!! buy extra sauce for dipping if you'd like, but they really don't need it. also, add/omit any ingredients you like or don't like. make them to your own taste of course. this is what we like in them.","[254, 733, 714, 900, 87, 495, 222, 12, 729, 551, 645]",11,
4701,amazing solan family chocolate cake  aka 3 hole cake,291,55,68064,2004-02-04,"[7, 306, 80, 176, 83, 230, 171, 88, 256, 102, 44, 295, 63, 90, 168, 170]","[373.0, 22.0, 134.0, 16.0, 7.0, 10.0, 19.0]",14,"['instructions for cake:', 'mix dry ingredients together in large bowl', 'mix wet ingredients together in separate bowl', 'add wet to dry a little at a time , stirring as you add', 'pour batter into well-greased bundt cake pan , bake at 350 for 35-40 minute', 'serving suggestions: with fresh whipped cream& strawberries , or drizzle with warm caramel or kahlua , or glaze with mocha glaze', 'instructions for glaze:', 'mix dry ingredients together in bowl', 'dissolve coffee in 1 tablespoon of milk', 'add extract', 'whisk coffee liquid into dry ingredients', 'whisk until all blended and if needed , add 1 / 2 tablespoon more milk', 'use glaze immediately over cake', 'it will harden quickly']","this is a swedish cake recipe; i got it from a dear friend who made it at several parties during college and always got rave reviews. now i'm the one who gets all the credit when i make it : ) my family loves it; i play the ""guess-the-secret-ingredient"" game (the vinegar) and no one ever has... though they've guessed everything from peanut butter to cheese! i love it because it's relatively ""healthy"" (no dairy, no eggs, low-fat), while it's still amazingly moist and chocolaty and dense. (you can make it even lower fat if you use only 1/4 c oil and sub. 1/2 c applesauce).","[1001, 2, 444, 225, 67, 645, 253, 297, 815, 909, 363, 224, 6]",13,scandinavian
4733,amazing white trash puff balls,445,31,70619,2003-02-12,"[7, 306, 80, 176, 83, 230, 197, 189, 110, 6, 12, 98, 10, 202, 95, 228, 91, 144, 244, 94, 55, 90, 187, 304, 74, 183, 42, 293, 300, 253, 307, 101, 193]","[76.2, 6.0, 2.0, 6.0, 4.0, 9.0, 2.0]",9,"['take out the crescent rolls , and seperate into the individual triangles', 'flatten each triangle and slice it so that it becomes three small triangles', 'dice or chop your pepperoni into tiny , tiny pieces', 'mix the pepperoni into the cream cheese , stir very well so all of the pepperoni pieces are mixed into the cream cheese', 'take a little spoonful of your cream cheese / pepperoni mixture and put it in the middle of one of your crescent rolls triangles', 'pinch up all of the sides around the filling', 'repeat and place them all on a cookie sheet', 'bake for the amount of time stated on the crescent rolls', 'let cool for a few minutes before serving !']","these are wonderful! my cousin brought them as an appetizer for thanksgiving dinner one year, and i got the recipe. i make them for work parties, and even quick snacks at home. you can always make more or less by using more or less cream cheese and crescent rolls! trust me, these are excellent!","[714, 784, 437]",3,north-american
4734,amazing whole wheat oatmeal cookies,447,25,355885,2007-01-07,"[4, 306, 80, 230, 110, 135, 93, 88, 76, 90, 168, 172, 136, 170, 193]","[53.8, 1.0, 21.0, 2.0, 2.0, 0.0, 3.0]",7,"['heat oven to 375', 'combine the flour , cinnamon , baking powder , baking soda , and salt in one bowl', 'mix the brown sugar , applesauce , eggs , margarine , and vanilla in another bowl', 'mix the two bowls into one bowl', 'then add in the oats and raisins', 'drop rounded teaspoons of the dough onto a baking sheet', 'cook for 10-12 minutes or until golden brown']","these cookies are really good! and they only have a little bit of butter in them! you can add raisins to them, or you can use chocolate chips instead!  they are moist and tasty.  one healthy recipe my family actually liked! makes 4 dozen","[146, 504, 323, 444, 225, 741, 312, 554, 290, 815, 498, 532]",12,
4829,america s test kitchen skillet baked ziti,398,35,191528,2008-07-18,"[7, 306, 80, 176, 230, 175, 205, 95, 90, 199, 173, 170, 206, 211]","[658.7, 40.0, 11.0, 27.0, 52.0, 67.0, 27.0]",9,"['adjust oven rack to middle position and preheat oven to 475', 'combine oil , garlic , pepper flakes , and 1 / 2 teaspoon salt in 12-inch ovensafe nonstick skillet and saute over medium-high heat until fragrant , about 1 minute', 'add crushed tomatoes , water , ziti and 1 / 2 teaspoon salt', 'cover and cook , stirring often and adjusting heat as needed to maintain vigorous simmer , until ziti is almost tender , 15-18 minutes', 'stir in cream , parmesan , and basil', 'season with salt and pepper to taste', 'sprinkle mozzarella evenly over ziti', 'transfer skillet to oven and bake until cheese has melted and browned , about 10 minutes', 'serve']","from the tv show, only one pan, easy clean-up and very good flavor.","[587, 752, 85, 354, 877, 101, 868, 298, 259, 911, 694]",11,
4907,amish apple crisp,464,60,6258,2002-05-31,"[7, 306, 80, 176, 83, 230, 197, 189, 171, 135, 36, 88, 117, 10, 120, 202, 95, 102, 27, 228, 137, 144, 316, 90, 74, 11, 148, 190, 170, 13, 300, 307, 101]","[549.6, 26.0, 261.0, 22.0, 11.0, 51.0, 32.0]",7,"['place apple mixture in a deep dish pie pan', 'sprinkle with sugar and cinnamon', 'mix topping ingredients , except the cinnamon and butter , with a fork until blended', 'sprinkle topping over apples', 'drizzle melted butter over topping', 'sprinkle with cinnamon', 'bake at 375f degrees for 40 minutes']","another wonderful amish inspired dish. we serve this for dessert, or for breakfast. very tasty!","[425, 2, 504, 1001, 323, 225, 920, 691]",8,north-american
4914,amish baked oatmeal,16,55,41509,2005-04-14,"[7, 306, 80, 176, 83, 230, 189, 124, 36, 10, 123, 11, 148, 190, 206]","[407.1, 25.0, 109.0, 13.0, 18.0, 42.0, 19.0]",8,"['melt butter', 'grease 1 1 / 2 quart baking dish and drop in eggs and beat well', 'add brown sugar , baking powder , vanilla , nutmeg or cinnamon , and salt', 'mix well , no lumps', 'whisk in butter and both measures of milk , then add oats', 'stir well , and refrigerate overnight', 'bake , uncovered , at 350 for 35-45 min , or until set in the middle', 'serve hot with warm milk poured over']","this recipe came from an old amish cookbook of mine.  it tastes like an oatmeal cookie.  it stores well in the refrigerator and can be reheated in the microwave and served with milk.  this has to sit overnight, so plan accordingly.  it is well worth the wait, however!","[691, 441, 741, 323, 815, 181, 225, 224, 237]",9,north-american
4943,amish chicken casserole,430,75,6258,2002-04-08,"[319, 306, 80, 176, 83, 230, 197, 189, 52, 175, 229, 10, 202, 95, 102, 156, 58, 90, 199, 74, 11, 190, 178, 300, 101, 5]","[576.6, 37.0, 8.0, 78.0, 70.0, 36.0, 17.0]",5,"['melt margarine , then add flour and stir until smooth', 'gradually add milk and broth , then seasonings and mushrooms', 'combine chicken , cooked noodles , and prepared sauce', 'place in an ungreased 9 x 13 inch baking pan and top with parmesan cheese', 'bake at 350f for 35-45 minutes , or until heated thoroughly and top is browned slightly']",a casserole for the nights you have to get a good meal on the table in a hurry. i love casseroles that use good ingredients and is a recipe that you can change to your own taste. you could add some other vegetables to this one. i just love the dutch-amish recipes.,"[211, 214, 624, 224, 773, 225, 851, 290, 1001, 259]",10,north-american
4963,amish country strawberry pie,149,30,6258,2002-02-23,"[4, 306, 80, 176, 83, 230, 189, 216, 88, 117, 10, 95, 102, 188, 238, 215, 90, 11, 190, 28, 291, 101, 193, 301]","[2514.2, 141.0, 1067.0, 58.0, 44.0, 157.0, 139.0]",6,"['beat cream cheese with powdered sugar , spread carefully over bottom of baked pie shell', 'arrange berries in shell', 'berries should be sliced', 'cook sugar , syrup , water , salt , and cornstarch over medium heat until thick', 'add jello mix and cool', 'pour glaze over berries and refrigerate']",i love this pie!  it's so pretty and tastes so good.,"[362, 909, 784, 581, 2, 115, 101, 643, 225, 642]",10,north-american
4976,amish friendship bread and starter,298,70,1540,1999-09-06,"[306, 80, 83, 230, 189, 35, 10, 202, 95, 90, 11, 190, 234, 101, 193, 5]","[615.9, 32.0, 260.0, 15.0, 16.0, 19.0, 33.0]",19,"['place one cup each sugar , milk , and flour in large glass or plastic bowl', 'cover lightly with plastic wrap and set on your counter at room temperature', 'stir with a wooden spoon everyday for 17 days', 'on day 18 do nothing', 'on days 19 , 20 , and 21 , stir', 'on day 22 , add 1 cup sugar , 1 cup milk , and 1 cup flour , and stir again', 'on days 23 , 24 , 25 , and 26 stir', 'on day 27 , add 1 cup milk , 1 cup flour , and 1 cup sugar and stir', ""it's now ready to use to make the bread"", 'give away two cups of the starter to two friends , use one to make the bread , and keep one to keep the starter going', 'when you give away a cup of the starter , give these directions for keeping it going: do not refrigerate', 'do not use metal spoon or metal bowl', 'do not cover tightly , cover loosely with plastic wrap', 'amish friendship bread: mix oil , eggs , and vanilla with the starter mix', 'in a separate bowl , mix flour , sugar , baking powder , cinnamon , salt , baking soda , vanilla pudding mix , and nuts', 'add to liquid mixture and stir thoroughly', 'pour into two large well-greased 9x5 inch loaf pans , or one bundt pan , that have been sprinkled with a mixture of cinnamon , sugar , and flour', 'sprinkle more cinnamon and sugar on the tops of the unbaked loaves', 'bake at 325f for one hour or until done']","many recipes have been posted for the amish bread, but none have included the starter, so i thought i'd send this along.  happy baking!  amish friendship bread and starter","[2, 224, 1001, 645, 441, 718, 323, 504, 225, 444, 965, 715]",12,north-american
4993,amish macaroni salad,450,10,133933,2004-06-24,"[2, 306, 80, 176, 83, 230, 197, 189, 110, 248, 265, 205, 10, 228, 214, 90, 11, 190, 206, 99, 207, 307, 193]","[200.4, 10.0, 44.0, 10.0, 10.0, 6.0, 9.0]",7,"['cook macaroni as directed on package', 'drain& cool', 'in a bowl , whisk together the dressing ingredients so they are well-combined and smooth', 'in a large bowl , gently combine the macaroni , celery , carrots , onions , and remaining eggs', 'fold the dressing gently into the macaroni salad mixture', 'place into your serving bowl and garnish with the reserved slice egg and paprika', 'let sit overnight for the best results']","i really love amish macaroni salad, and this is my favorite recipe for it. amish macaroni salad is somewhat on the sweet side, so if you don't mind your salads sweet, i think you'll like it too. it's even better the next day, so if you can, let it sit overnight. i got the recipe from a berk's county website a while back. note: it does make a lot of salad, so if you wanted a smaller amount, it halves easily. just use the 3 eggs chopped up and just garnish with paprika. time does not including cooking the macaroni.","[761, 470, 723, 495, 900, 167, 542, 202, 689, 2, 879]",11,north-american
